"Step","yolo_tomo_v1 - metrics/mAP_0.5:0.95","yolo_tomo_v1 - metrics/mAP_0.5:0.95__MIN","yolo_tomo_v1 - metrics/mAP_0.5:0.95__MAX","yDICOM4 - metrics/mAP_0.5:0.95","yDICOM4 - metrics/mAP_0.5:0.95__MIN","yDICOM4 - metrics/mAP_0.5:0.95__MAX","yDICOM3 - metrics/mAP_0.5:0.95","yDICOM3 - metrics/mAP_0.5:0.95__MIN","yDICOM3 - metrics/mAP_0.5:0.95__MAX"
"0","0.000009649516681785349","0.000009649516681785349","0.000009649516681785349","0","0","0","0.00002266939398443363","0.00002266939398443363","0.00002266939398443363"
"1","0","0","0","0","0","0","0.000009947022287175741","0.000009947022287175741","0.000009947022287175741"
"2","0.000011144669073782814","0.000011144669073782814","0.000011144669073782814","0.000035502716987855216","0.000035502716987855216","0.000035502716987855216","0","0","0"
"3","0","0","0","0","0","0","0","0","0"
"4","0","0","0","0","0","0","0","0","0"
"5","0","0","0","0","0","0","0","0","0"
"6","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0.000020721330744071955","0.000020721330744071955","0.000020721330744071955"
"7","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0","0","0"
"8","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0","0","0"
"9","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0.00005519021865821251","0.00005519021865821251","0.00005519021865821251"
"10","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0.00006541288191577209","0.00006541288191577209","0.00006541288191577209"
"11","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0.000033575466460285684","0.000033575466460285684","0.000033575466460285684"
"12","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0","0","0"
"13","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0","0","0"
"14","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0","0","0","0.000025543459677557235","0.000025543459677557235","0.000025543459677557235"
"15","0.000009551676731816012","0.000009551676731816012","0.000009551676731816012","0.0000150995889323901","0.0000150995889323901","0.0000150995889323901","0.0000448438225222891","0.0000448438225222891","0.0000448438225222891"
"16","0","0","0","0","0","0","0.000029292917116215714","0.000029292917116215714","0.000029292917116215714"
"17","0","0","0","0","0","0","0.00011222406881899857","0.00011222406881899857","0.00011222406881899857"
"18","0","0","0","0.00003138754300555527","0.00003138754300555527","0.00003138754300555527","0.00007119705578512397","0.00007119705578512397","0.00007119705578512397"
"19","0","0","0","0","0","0","0.00008029346374681041","0.00008029346374681041","0.00008029346374681041"
"20","0","0","0","0.00012189468946894691","0.00012189468946894691","0.00012189468946894691","0.0001127329717200625","0.0001127329717200625","0.0001127329717200625"
"21","0","0","0","0.00010616727608475547","0.00010616727608475547","0.00010616727608475547","0.00010939916276992273","0.00010939916276992273","0.00010939916276992273"
"22","0","0","0","0.00007532781228433403","0.00007532781228433403","0.00007532781228433403","0.000037953935669048135","0.000037953935669048135","0.000037953935669048135"
"23","0","0","0","0","0","0","0.000050392799954905785","0.000050392799954905785","0.000050392799954905785"
"24","0","0","0","0.00002663750779301746","0.00002663750779301746","0.00002663750779301746","0.00004156481980494081","0.00004156481980494081","0.00004156481980494081"
"25","0","0","0","0","0","0","0.00003745126705653022","0.00003745126705653022","0.00003745126705653022"
"26","0","0","0","0.00002123422583483251","0.00002123422583483251","0.00002123422583483251","0.000046146367214041","0.000046146367214041","0.000046146367214041"
"27","0","0","0","0.000018216561928956637","0.000018216561928956637","0.000018216561928956637","0.00004471198426345215","0.00004471198426345215","0.00004471198426345215"
"28","0","0","0","0.000024632062275740443","0.000024632062275740443","0.000024632062275740443","0.000024267884007673388","0.000024267884007673388","0.000024267884007673388"
"29","0","0","0","0","0","0","0","0","0"
"30","0","0","0","0.00008512736286816783","0.00008512736286816783","0.00008512736286816783","0","0","0"
"31","0","0","0","0.00008517897799139894","0.00008517897799139894","0.00008517897799139894","0","0","0"
"32","0","0","0","0.00006952731751232706","0.00006952731751232706","0.00006952731751232706","0.00021837315130830492","0.00021837315130830492","0.00021837315130830492"
"33","0","0","0","0.00017950268817204295","0.00017950268817204295","0.00017950268817204295","0.00012009683969911827","0.00012009683969911827","0.00012009683969911827"
"34","0","0","0","0.00022194060267951052","0.00022194060267951052","0.00022194060267951052","0","0","0"
"35","0","0","0","0.00046107866278349613","0.00046107866278349613","0.00046107866278349613","0","0","0"
"36","0.0003251544269045985","0.0003251544269045985","0.0003251544269045985","0.0001563811020772789","0.0001563811020772789","0.0001563811020772789","0.000022496947496947498","0.000022496947496947498","0.000022496947496947498"
"37","0.0024351135190918477","0.0024351135190918477","0.0024351135190918477","0","0","0","0.00011545542635658915","0.00011545542635658915","0.00011545542635658915"
"38","0.011515044898187207","0.011515044898187207","0.011515044898187207","0","0","0","0.00006204862210959774","0.00006204862210959774","0.00006204862210959774"
"39","0.014908560718942077","0.014908560718942077","0.014908560718942077","0","0","0","0.00006870534614437055","0.00006870534614437055","0.00006870534614437055"
"40","0.020840963079842904","0.020840963079842904","0.020840963079842904","0","0","0","0.00042987451581011653","0.00042987451581011653","0.00042987451581011653"
"41","0.07772013910332849","0.07772013910332849","0.07772013910332849","0.00024042267909590094","0.00024042267909590094","0.00024042267909590094","0.00006861810440577565","0.00006861810440577565","0.00006861810440577565"
"42","0.07772013910332849","0.07772013910332849","0.07772013910332849","0.0001561823593073593","0.0001561823593073593","0.0001561823593073593","0","0","0"
"43","0.10779679130267143","0.10779679130267143","0.10779679130267143","0.00029136167146974067","0.00029136167146974067","0.00029136167146974067","0","0","0"
"44","0.06863863670630317","0.06863863670630317","0.06863863670630317","0","0","0","0","0","0"
"45","0.07150732091680168","0.07150732091680168","0.07150732091680168","0.00011912004453457396","0.00011912004453457396","0.00011912004453457396","0","0","0"
"46","0.06282908635751094","0.06282908635751094","0.06282908635751094","0","0","0","0.00004036271699315178","0.00004036271699315178","0.00004036271699315178"
"47","0.09476425494637972","0.09476425494637972","0.09476425494637972","0","0","0","0.000981734663186276","0.000981734663186276","0.000981734663186276"
"48","0.24323921336673826","0.24323921336673826","0.24323921336673826","0","0","0","0.0039040983606557383","0.0039040983606557383","0.0039040983606557383"
"49","0.2484317806221222","0.2484317806221222","0.2484317806221222","0","0","0","0.000337304163475992","0.000337304163475992","0.000337304163475992"
"50","0.2262558055040198","0.2262558055040198","0.2262558055040198","0","0","0","0","0","0"
"51","0.20090104884397486","0.20090104884397486","0.20090104884397486","0","0","0","0.003094444922104908","0.003094444922104908","0.003094444922104908"
"52","0.1690116030475866","0.1690116030475866","0.1690116030475866","0","0","0","0.0035608954452952604","0.0035608954452952604","0.0035608954452952604"
"53","0.14005408231826258","0.14005408231826258","0.14005408231826258","0.0030695711802436972","0.0030695711802436972","0.0030695711802436972","0.008880711740874476","0.008880711740874476","0.008880711740874476"
"54","0.13274305703072972","0.13274305703072972","0.13274305703072972","0.0018155379245876715","0.0018155379245876715","0.0018155379245876715","0.01120803900575831","0.01120803900575831","0.01120803900575831"
"55","0.12368256676537187","0.12368256676537187","0.12368256676537187","0.002630297246809801","0.002630297246809801","0.002630297246809801","0.01108781765849218","0.01108781765849218","0.01108781765849218"
"56","0.2736908004795518","0.2736908004795518","0.2736908004795518","0.0007538363923625119","0.0007538363923625119","0.0007538363923625119","0.026994029531168258","0.026994029531168258","0.026994029531168258"
"57","0.2610424097049436","0.2610424097049436","0.2610424097049436","0.0028466335970371995","0.0028466335970371995","0.0028466335970371995","0.047491367660505907","0.047491367660505907","0.047491367660505907"
"58","0.22533764564442169","0.22533764564442169","0.22533764564442169","0.004624973081901874","0.004624973081901874","0.004624973081901874","0.0710179051012019","0.0710179051012019","0.0710179051012019"
"59","0.2224237771194659","0.2224237771194659","0.2224237771194659","0.004013664822147629","0.004013664822147629","0.004013664822147629","0.0691680265654649","0.0691680265654649","0.0691680265654649"
"60","0.19572299853298497","0.19572299853298497","0.19572299853298497","0.01894198594513959","0.01894198594513959","0.01894198594513959","0.06817854948856694","0.06817854948856694","0.06817854948856694"
"61","0.23195424876807372","0.23195424876807372","0.23195424876807372","0.035437863344065464","0.035437863344065464","0.035437863344065464","0.10031645827969016","0.10031645827969016","0.10031645827969016"
"62","0.3177898726974264","0.3177898726974264","0.3177898726974264","0.09138490829357461","0.09138490829357461","0.09138490829357461","0.09175166388591548","0.09175166388591548","0.09175166388591548"
"63","0.3177898726974264","0.3177898726974264","0.3177898726974264","0.09138490829357461","0.09138490829357461","0.09138490829357461","0.09175166388591548","0.09175166388591548","0.09175166388591548"
"64","0.23026232640027477","0.23026232640027477","0.23026232640027477","0.04814975145768956","0.04814975145768956","0.04814975145768956","0.10132991594255074","0.10132991594255074","0.10132991594255074"
"65","0.15068192252902432","0.15068192252902432","0.15068192252902432","0.03116888173603384","0.03116888173603384","0.03116888173603384","0.08627955054654082","0.08627955054654082","0.08627955054654082"
"66","0.11197447552257761","0.11197447552257761","0.11197447552257761","0.032737095204288795","0.032737095204288795","0.032737095204288795","0.0878030267337688","0.0878030267337688","0.0878030267337688"
"67","0.1296397004006685","0.1296397004006685","0.1296397004006685","0.03369980029048657","0.03369980029048657","0.03369980029048657","0.09445028834437749","0.09445028834437749","0.09445028834437749"
"68","0.0914582895799677","0.0914582895799677","0.0914582895799677","0.04765086271350989","0.04765086271350989","0.04765086271350989","0.09748300989087741","0.09748300989087741","0.09748300989087741"
"69","0.140688672088573","0.140688672088573","0.140688672088573","0.02294728528069407","0.02294728528069407","0.02294728528069407","0.07718720758912882","0.07718720758912882","0.07718720758912882"
"70","0.16250264382670684","0.16250264382670684","0.16250264382670684","0.08796256344032954","0.08796256344032954","0.08796256344032954","0.07712665713398953","0.07712665713398953","0.07712665713398953"
"71","0.18117163677478051","0.18117163677478051","0.18117163677478051","0.06182052605116595","0.06182052605116595","0.06182052605116595","0.19559466390237057","0.19559466390237057","0.19559466390237057"
"72","0.18074156450562584","0.18074156450562584","0.18074156450562584","0.08134012471692181","0.08134012471692181","0.08134012471692181","0.18781238161092953","0.18781238161092953","0.18781238161092953"
"73","0.24419475806467214","0.24419475806467214","0.24419475806467214","0.06345480127404256","0.06345480127404256","0.06345480127404256","0.1395257063116672","0.1395257063116672","0.1395257063116672"
"74","0.28700368165609347","0.28700368165609347","0.28700368165609347","0.12516046520071106","0.12516046520071106","0.12516046520071106","0.1364279644650444","0.1364279644650444","0.1364279644650444"
"75","0.24356831352485978","0.24356831352485978","0.24356831352485978","0.10626211268981751","0.10626211268981751","0.10626211268981751","0.14005546488472106","0.14005546488472106","0.14005546488472106"
"76","0.30199825637676525","0.30199825637676525","0.30199825637676525","0.10378758831573175","0.10378758831573175","0.10378758831573175","0.16964327898253984","0.16964327898253984","0.16964327898253984"
"77","0.2044554866001611","0.2044554866001611","0.2044554866001611","0.10772471782794174","0.10772471782794174","0.10772471782794174","0.18824742008638826","0.18824742008638826","0.18824742008638826"
"78","0.24357741162242352","0.24357741162242352","0.24357741162242352","0.1348058655909729","0.1348058655909729","0.1348058655909729","0.21122094960699586","0.21122094960699586","0.21122094960699586"
"79","0.24113946000947917","0.24113946000947917","0.24113946000947917","0.17036988048132878","0.17036988048132878","0.17036988048132878","0.16084062019111176","0.16084062019111176","0.16084062019111176"
"80","0.09933458711268642","0.09933458711268642","0.09933458711268642","0.13112420054038007","0.13112420054038007","0.13112420054038007","0.18767382780950992","0.18767382780950992","0.18767382780950992"
"81","0.16120186509223816","0.16120186509223816","0.16120186509223816","0.14715466225220156","0.14715466225220156","0.14715466225220156","0.17621426356899964","0.17621426356899964","0.17621426356899964"
"82","0.17080516246483987","0.17080516246483987","0.17080516246483987","0.13595426484604278","0.13595426484604278","0.13595426484604278","0.16968123488997328","0.16968123488997328","0.16968123488997328"
"83","0.21804847485969936","0.21804847485969936","0.21804847485969936","0.13092136207475863","0.13092136207475863","0.13092136207475863","0.15858498093187293","0.15858498093187293","0.15858498093187293"
"84","0.1563169151427806","0.1563169151427806","0.1563169151427806","0.21050772804305717","0.21050772804305717","0.21050772804305717","0.16999244846165598","0.16999244846165598","0.16999244846165598"
"85","0.1563169151427806","0.1563169151427806","0.1563169151427806","0.1994151303902546","0.1994151303902546","0.1994151303902546","0.17967884251772562","0.17967884251772562","0.17967884251772562"
"86","0.10794208039177444","0.10794208039177444","0.10794208039177444","0.240902060236509","0.240902060236509","0.240902060236509","0.13484095954291053","0.13484095954291053","0.13484095954291053"
"87","0.10565080824530718","0.10565080824530718","0.10565080824530718","0.2814646087067063","0.2814646087067063","0.2814646087067063","0.21559667939098667","0.21559667939098667","0.21559667939098667"
"88","0.10273586987019741","0.10273586987019741","0.10273586987019741","0.26554088928403086","0.26554088928403086","0.26554088928403086","0.19646431646586196","0.19646431646586196","0.19646431646586196"
"89","0.11229686738848424","0.11229686738848424","0.11229686738848424","0.22991901089996952","0.22991901089996952","0.22991901089996952","0.2148651319164862","0.2148651319164862","0.2148651319164862"
"90","0.13898528976967808","0.13898528976967808","0.13898528976967808","0.29833428994634226","0.29833428994634226","0.29833428994634226","0.2348335558987083","0.2348335558987083","0.2348335558987083"
"91","0.18079716245686223","0.18079716245686223","0.18079716245686223","0.27038317715899646","0.27038317715899646","0.27038317715899646","0.23206533807520457","0.23206533807520457","0.23206533807520457"
"92","0.13487314884224552","0.13487314884224552","0.13487314884224552","0.28634895801744914","0.28634895801744914","0.28634895801744914","0.2306999965345795","0.2306999965345795","0.2306999965345795"
"93","0.1722710626850814","0.1722710626850814","0.1722710626850814","0.2619730184266666","0.2619730184266666","0.2619730184266666","0.2547392430172353","0.2547392430172353","0.2547392430172353"
"94","0.22093735773155412","0.22093735773155412","0.22093735773155412","0.2910625283040056","0.2910625283040056","0.2910625283040056","0.29876914294818113","0.29876914294818113","0.29876914294818113"
"95","0.2215652294209141","0.2215652294209141","0.2215652294209141","0.2910625283040056","0.2910625283040056","0.2910625283040056","0.29876914294818113","0.29876914294818113","0.29876914294818113"
"96","0.2414815284974093","0.2414815284974093","0.2414815284974093","0.21329735216790693","0.21329735216790693","0.21329735216790693","0.2911449713819482","0.2911449713819482","0.2911449713819482"
"97","0.23127875308498522","0.23127875308498522","0.23127875308498522","0.2195206285453501","0.2195206285453501","0.2195206285453501","0.24246457478698716","0.24246457478698716","0.24246457478698716"
"98","0.2401508894613861","0.2401508894613861","0.2401508894613861","0.20790044774890445","0.20790044774890445","0.20790044774890445","0.2465497057860015","0.2465497057860015","0.2465497057860015"
"99","0.2754957281947796","0.2754957281947796","0.2754957281947796","0.24124378238915806","0.24124378238915806","0.24124378238915806","0.23562303781776553","0.23562303781776553","0.23562303781776553"
"100","0.2671770067586959","0.2671770067586959","0.2671770067586959","0.2213305558213954","0.2213305558213954","0.2213305558213954","0.24574363183769876","0.24574363183769876","0.24574363183769876"
"101","0.28995617118749256","0.28995617118749256","0.28995617118749256","0.1600323313734815","0.1600323313734815","0.1600323313734815","0.2562076640632675","0.2562076640632675","0.2562076640632675"
"102","0.28669195155961696","0.28669195155961696","0.28669195155961696","0.21024883424048238","0.21024883424048238","0.21024883424048238","0.2666634956159011","0.2666634956159011","0.2666634956159011"
"103","0.2608145416196716","0.2608145416196716","0.2608145416196716","0.21668038562156694","0.21668038562156694","0.21668038562156694","0.25779336766977745","0.25779336766977745","0.25779336766977745"
"104","0.3281975204367461","0.3281975204367461","0.3281975204367461","0.24607284966238688","0.24607284966238688","0.24607284966238688","0.25987325321926685","0.25987325321926685","0.25987325321926685"
"105","0.3034601592422051","0.3034601592422051","0.3034601592422051","0.24217401546087686","0.24217401546087686","0.24217401546087686","0.25166008881554613","0.25166008881554613","0.25166008881554613"
"106","0.3034601592422051","0.3034601592422051","0.3034601592422051","0.23358488966938265","0.23358488966938265","0.23358488966938265","0.24339732345852927","0.24339732345852927","0.24339732345852927"
"107","0.3441640155921126","0.3441640155921126","0.3441640155921126","0.21684703878434203","0.21684703878434203","0.21684703878434203","0.24326947057903256","0.24326947057903256","0.24326947057903256"
"108","0.32606163390365245","0.32606163390365245","0.32606163390365245","0.20441292282609272","0.20441292282609272","0.20441292282609272","0.25843754988348455","0.25843754988348455","0.25843754988348455"
"109","0.35094666216452614","0.35094666216452614","0.35094666216452614","0.23216544655339066","0.23216544655339066","0.23216544655339066","0.25333061441033794","0.25333061441033794","0.25333061441033794"
"110","0.36659849121381355","0.36659849121381355","0.36659849121381355","0.3000912565274334","0.3000912565274334","0.3000912565274334","0.2679982253965702","0.2679982253965702","0.2679982253965702"
"111","0.3264462927784851","0.3264462927784851","0.3264462927784851","0.2056922725032609","0.2056922725032609","0.2056922725032609","0.2777405541932598","0.2777405541932598","0.2777405541932598"
"112","0.325737804483508","0.325737804483508","0.325737804483508","0.20371159034548902","0.20371159034548902","0.20371159034548902","0.2930968711021808","0.2930968711021808","0.2930968711021808"
"113","0.3203578026734565","0.3203578026734565","0.3203578026734565","0.2185987093926937","0.2185987093926937","0.2185987093926937","0.3152511047018499","0.3152511047018499","0.3152511047018499"
"114","0.3711887120634261","0.3711887120634261","0.3711887120634261","0.34235938791512194","0.34235938791512194","0.34235938791512194","0.2758378435743867","0.2758378435743867","0.2758378435743867"
"115","0.37921937048079224","0.37921937048079224","0.37921937048079224","0.2656069734545214","0.2656069734545214","0.2656069734545214","0.27996481685108926","0.27996481685108926","0.27996481685108926"
"116","0.3685830288128249","0.3685830288128249","0.3685830288128249","0.3209946270897558","0.3209946270897558","0.3209946270897558","0.299859792465356","0.299859792465356","0.299859792465356"
"117","0.3671321795157457","0.3671321795157457","0.3671321795157457","0.3081135677453859","0.3081135677453859","0.3081135677453859","0.29659798285167743","0.29659798285167743","0.29659798285167743"
"118","0.3668688034188034","0.3668688034188034","0.3668688034188034","0.30220837310487925","0.30220837310487925","0.30220837310487925","0.3193062584023487","0.3193062584023487","0.3193062584023487"
"119","0.3673246843574234","0.3673246843574234","0.3673246843574234","0.3064906078048238","0.3064906078048238","0.3064906078048238","0.33835151300434846","0.33835151300434846","0.33835151300434846"
"120","0.327071549628","0.327071549628","0.327071549628","0.31458604501402326","0.31458604501402326","0.31458604501402326","0.36304901244864596","0.36304901244864596","0.36304901244864596"
"121","0.3529832619777694","0.3529832619777694","0.3529832619777694","0.2679238862692024","0.2679238862692024","0.2679238862692024","0.3639460714371772","0.3639460714371772","0.3639460714371772"
"122","0.31750253940423373","0.31750253940423373","0.31750253940423373","0.34169324443943894","0.34169324443943894","0.34169324443943894","0.27604178214250136","0.27604178214250136","0.27604178214250136"
"123","0.3271492941854583","0.3271492941854583","0.3271492941854583","0.34117177485951306","0.34117177485951306","0.34117177485951306","0.3228359713740103","0.3228359713740103","0.3228359713740103"
"124","0.2628880466518683","0.2628880466518683","0.2628880466518683","0.31325956610885863","0.31325956610885863","0.31325956610885863","0.3098896212263482","0.3098896212263482","0.3098896212263482"
"125","0.26410206979464346","0.26410206979464346","0.26410206979464346","0.26971944640612544","0.26971944640612544","0.26971944640612544","0.3609100884465261","0.3609100884465261","0.3609100884465261"
"126","0.3048694978106185","0.3048694978106185","0.3048694978106185","0.34896342719788814","0.34896342719788814","0.34896342719788814","0.33936037968221605","0.33936037968221605","0.33936037968221605"
"127","0.3048694978106185","0.3048694978106185","0.3048694978106185","0.34896342719788814","0.34896342719788814","0.34896342719788814","0.33936037968221605","0.33936037968221605","0.33936037968221605"
"128","0.3228563989012746","0.3228563989012746","0.3228563989012746","0.3481971887771927","0.3481971887771927","0.3481971887771927","0.32844405800988524","0.32844405800988524","0.32844405800988524"
"129","0.289622612874276","0.289622612874276","0.289622612874276","0.32504962184241903","0.32504962184241903","0.32504962184241903","0.28923405177280354","0.28923405177280354","0.28923405177280354"
"130","0.3085426714393766","0.3085426714393766","0.3085426714393766","0.4028269296826208","0.4028269296826208","0.4028269296826208","0.25470475264662457","0.25470475264662457","0.25470475264662457"
"131","0.28473023469491954","0.28473023469491954","0.28473023469491954","0.38552130664198997","0.38552130664198997","0.38552130664198997","0.2505706085825098","0.2505706085825098","0.2505706085825098"
"132","0.31205023209037663","0.31205023209037663","0.31205023209037663","0.3476068992461213","0.3476068992461213","0.3476068992461213","0.2594444470508202","0.2594444470508202","0.2594444470508202"
"133","0.32709468567045086","0.32709468567045086","0.32709468567045086","0.34915206500621065","0.34915206500621065","0.34915206500621065","0.2760897266114278","0.2760897266114278","0.2760897266114278"
"134","0.2879404135831082","0.2879404135831082","0.2879404135831082","0.3680825103584597","0.3680825103584597","0.3680825103584597","0.2613287443400004","0.2613287443400004","0.2613287443400004"
"135","0.2583206385015956","0.2583206385015956","0.2583206385015956","0.3645036829072803","0.3645036829072803","0.3645036829072803","0.2838266539710307","0.2838266539710307","0.2838266539710307"
"136","0.26752009315591885","0.26752009315591885","0.26752009315591885","0.4050045933734939","0.4050045933734939","0.4050045933734939","0.29032031452247137","0.29032031452247137","0.29032031452247137"
"137","0.3344733457935576","0.3344733457935576","0.3344733457935576","0.4089488388249305","0.4089488388249305","0.4089488388249305","0.30222435132261616","0.30222435132261616","0.30222435132261616"
"138","0.31983226387791586","0.31983226387791586","0.31983226387791586","0.393333150640654","0.393333150640654","0.393333150640654","0.31796583647660476","0.31796583647660476","0.31796583647660476"
"139","0.34467430127055343","0.34467430127055343","0.34467430127055343","0.36410473871075866","0.36410473871075866","0.36410473871075866","0.2922156580664256","0.2922156580664256","0.2922156580664256"
"140","0.39701204718814287","0.39701204718814287","0.39701204718814287","0.3427758132833981","0.3427758132833981","0.3427758132833981","0.25921252332184286","0.25921252332184286","0.25921252332184286"
"141","0.3679950311025312","0.3679950311025312","0.3679950311025312","0.35082435806937246","0.35082435806937246","0.35082435806937246","0.26314621360843893","0.26314621360843893","0.26314621360843893"
"142","0.3999414789805681","0.3999414789805681","0.3999414789805681","0.3557341999146174","0.3557341999146174","0.3557341999146174","0.264810613010566","0.264810613010566","0.264810613010566"
"143","0.42960304625199364","0.42960304625199364","0.42960304625199364","0.3548161410018553","0.3548161410018553","0.3548161410018553","0.21528725852147615","0.21528725852147615","0.21528725852147615"
"144","0.42156164513404304","0.42156164513404304","0.42156164513404304","0.3704951071467164","0.3704951071467164","0.3704951071467164","0.2191382281277169","0.2191382281277169","0.2191382281277169"
"145","0.36189994618314286","0.36189994618314286","0.36189994618314286","0.3436594843388253","0.3436594843388253","0.3436594843388253","0.267484137546372","0.267484137546372","0.267484137546372"
"146","0.405773476424495","0.405773476424495","0.405773476424495","0.3357067889713189","0.3357067889713189","0.3357067889713189","0.2967105196331489","0.2967105196331489","0.2967105196331489"
"147","0.36097339653980276","0.36097339653980276","0.36097339653980276","0.32593560220894296","0.32593560220894296","0.32593560220894296","0.31175942333462425","0.31175942333462425","0.31175942333462425"
"148","0.3571055528052468","0.3571055528052468","0.3571055528052468","0.33642245421466516","0.33642245421466516","0.33642245421466516","0.3090242934763757","0.3090242934763757","0.3090242934763757"
"149","0.3571055528052468","0.3571055528052468","0.3571055528052468","0.37232562831337135","0.37232562831337135","0.37232562831337135","0.3322196694571468","0.3322196694571468","0.3322196694571468"
"150","0.21748033711205894","0.21748033711205894","0.21748033711205894","0.3892320291430965","0.3892320291430965","0.3892320291430965","0.30930079785891024","0.30930079785891024","0.30930079785891024"
"151","0.1056479185568241","0.1056479185568241","0.1056479185568241","0.47657731938587766","0.47657731938587766","0.47657731938587766","0.337304187096097","0.337304187096097","0.337304187096097"
"152","0.1105325803109726","0.1105325803109726","0.1105325803109726","0.4566762887604395","0.4566762887604395","0.4566762887604395","0.2992457744102882","0.2992457744102882","0.2992457744102882"
"153","0.16664809655783575","0.16664809655783575","0.16664809655783575","0.49699581902741125","0.49699581902741125","0.49699581902741125","0.29757768219301267","0.29757768219301267","0.29757768219301267"
"154","0.20668239204017053","0.20668239204017053","0.20668239204017053","0.45693360393646054","0.45693360393646054","0.45693360393646054","0.3161057482513686","0.3161057482513686","0.3161057482513686"
"155","0.26826446903833256","0.26826446903833256","0.26826446903833256","0.3882470021617552","0.3882470021617552","0.3882470021617552","0.32288728111657","0.32288728111657","0.32288728111657"
