"Step","yolo_tomo_v1 - metrics/recall","yolo_tomo_v1 - metrics/recall__MIN","yolo_tomo_v1 - metrics/recall__MAX","yDICOM4 - metrics/recall","yDICOM4 - metrics/recall__MIN","yDICOM4 - metrics/recall__MAX","yDICOM3 - metrics/recall","yDICOM3 - metrics/recall__MIN","yDICOM3 - metrics/recall__MAX"
"179","0.7494343570374499","0.7494343570374499","0.7494343570374499","0.5832772256383367","0.5832772256383367","0.5832772256383367","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"180","0.8332872176300011","0.8332872176300011","0.8332872176300011","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"181","0.7497363065544884","0.7497363065544884","0.7497363065544884","0.9163957518124185","0.9163957518124185","0.9163957518124185","0.8004245610031447","0.8004245610031447","0.8004245610031447"
"182","0.75","0.75","0.75","0.9145436516328536","0.9145436516328536","0.9145436516328536","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"183","0.7991990561750185","0.7991990561750185","0.7991990561750185","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.6665324019671846","0.6665324019671846","0.6665324019671846"
"184","0.8014828090585666","0.8014828090585666","0.8014828090585666","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.7495027579662996","0.7495027579662996","0.7495027579662996"
"185","0.8327755091666491","0.8327755091666491","0.8327755091666491","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75"
"186","0.8231285347474117","0.8231285347474117","0.8231285347474117","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7490815177784016","0.7490815177784016","0.7490815177784016"
"187","0.8284595052568908","0.8284595052568908","0.8284595052568908","0.7482686045904436","0.7482686045904436","0.7482686045904436","0.7497147147147147","0.7497147147147147","0.7497147147147147"
"188","0.8333272389588979","0.8333272389588979","0.8333272389588979","0.9140254712543869","0.9140254712543869","0.9140254712543869","0.7496992045631782","0.7496992045631782","0.7496992045631782"
"189","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8329512754006309","0.8329512754006309","0.8329512754006309","0.7498549419566822","0.7498549419566822","0.7498549419566822"
"190","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9162056200344488","0.9162056200344488","0.9162056200344488","0.7488443728281127","0.7488443728281127","0.7488443728281127"
"191","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9162056200344488","0.9162056200344488","0.9162056200344488","0.7488443728281127","0.7488443728281127","0.7488443728281127"
"192","0.8327765635457943","0.8327765635457943","0.8327765635457943","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.666631640071775","0.666631640071775","0.666631640071775"
"193","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9990850779857872","0.9990850779857872","0.9990850779857872","0.6664153277802","0.6664153277802","0.6664153277802"
"194","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9161307904763402","0.9161307904763402","0.9161307904763402","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"195","0.75","0.75","0.75","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"196","0.7498398193694717","0.7498398193694717","0.7498398193694717","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"197","0.75","0.75","0.75","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"198","0.7630718836859187","0.7630718836859187","0.7630718836859187","0.9982073094004213","0.9982073094004213","0.9982073094004213","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"199","0.7770311051792533","0.7770311051792533","0.7770311051792533","0.9982154285432974","0.9982154285432974","0.9982154285432974","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"200","0.7486792347903459","0.7486792347903459","0.7486792347903459","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.6666666666666666","0.6666666666666666","0.6666666666666666"
"201","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8322842072842073","0.8322842072842073","0.8322842072842073","0.6663526868311945","0.6663526868311945","0.6663526868311945"
"202","0.8329160629682628","0.8329160629682628","0.8329160629682628","0.8333123410386104","0.8333123410386104","0.8333123410386104","0.6666279487034203","0.6666279487034203","0.6666279487034203"
"203","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7489161477862043","0.7489161477862043","0.7489161477862043","0.66624698092588","0.66624698092588","0.66624698092588"
"204","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9157373856020843","0.9157373856020843","0.9157373856020843","0.7061261322038492","0.7061261322038492","0.7061261322038492"
"205","0.8332319247351927","0.8332319247351927","0.8332319247351927","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.7273538001296869","0.7273538001296869","0.7273538001296869"
"206","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.8287151492577849","0.8287151492577849","0.8287151492577849"
"207","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.5833333333333334","0.5833333333333334","0.5833333333333334","0.8330424380943738","0.8330424380943738","0.8330424380943738"
"208","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7887083769648611","0.7887083769648611","0.7887083769648611"
"209","0.75","0.75","0.75","0.7496904848426749","0.7496904848426749","0.7496904848426749","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"210","0.7498671511017188","0.7498671511017188","0.7498671511017188","0.6666110554999445","0.6666110554999445","0.6666110554999445","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"211","0.7499750406574555","0.7499750406574555","0.7499750406574555","0.6665269303273549","0.6665269303273549","0.6665269303273549","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"212","0.75","0.75","0.75","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"213","0.75","0.75","0.75","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.8331585208396803","0.8331585208396803","0.8331585208396803"
"214","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75","0.75","0.75","0.75"
"215","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9164130242380397","0.9164130242380397","0.9164130242380397","0.7492382836670786","0.7492382836670786","0.7492382836670786"
"216","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75","0.75","0.75","0.75"
"217","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7499548213833929","0.7499548213833929","0.7499548213833929","0.7499703228869896","0.7499703228869896","0.7499703228869896"
"218","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"219","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9175396116837559","0.9175396116837559","0.9175396116837559","0.8331263362127558","0.8331263362127558","0.8331263362127558"
"220","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"221","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9163810703358726","0.9163810703358726","0.9163810703358726","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"222","0.8321574779908113","0.8321574779908113","0.8321574779908113","0.999816989253609","0.999816989253609","0.999816989253609","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"223","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.999816989253609","0.999816989253609","0.999816989253609","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"224","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9996886804499974","0.9996886804499974","0.9996886804499974","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"225","0.75","0.75","0.75","0.9777820684043487","0.9777820684043487","0.9777820684043487","0.8332298644798646","0.8332298644798646","0.8332298644798646"
"226","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9856540319618519","0.9856540319618519","0.9856540319618519","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"227","0.8332520926723825","0.8332520926723825","0.8332520926723825","0.9164677418251066","0.9164677418251066","0.9164677418251066","0.8515769027873311","0.8515769027873311","0.8515769027873311"
"228","0.8332028837347987","0.8332028837347987","0.8332028837347987","0.9161346991194654","0.9161346991194654","0.9161346991194654","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"229","0.8681024619455603","0.8681024619455603","0.8681024619455603","0.8333305659529988","0.8333305659529988","0.8333305659529988","0.9160457280419347","0.9160457280419347","0.9160457280419347"
"230","0.7992862194142913","0.7992862194142913","0.7992862194142913","0.8330886441997553","0.8330886441997553","0.8330886441997553","0.9166666666666667","0.9166666666666667","0.9166666666666667"
"231","0.8852774134389437","0.8852774134389437","0.8852774134389437","0.8330875262433108","0.8330875262433108","0.8330875262433108","0.9164346495858335","0.9164346495858335","0.9164346495858335"
"232","0.8331347854777034","0.8331347854777034","0.8331347854777034","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"233","0.8942471963305296","0.8942471963305296","0.8942471963305296","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"234","0.8942471963305296","0.8942471963305296","0.8942471963305296","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8328343495010162","0.8328343495010162","0.8328343495010162"
"235","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"236","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"237","0.9166666666666667","0.9166666666666667","0.9166666666666667","0.8330888041433764","0.8330888041433764","0.8330888041433764","0.8333212495985082","0.8333212495985082","0.8333212495985082"
"238","0.9165255345435526","0.9165255345435526","0.9165255345435526","0.9162087948495716","0.9162087948495716","0.9162087948495716","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"239","0.9151549688925371","0.9151549688925371","0.9151549688925371","0.8618458374592426","0.8618458374592426","0.8618458374592426","0.8332002192467309","0.8332002192467309","0.8332002192467309"
"240","0.9161183991008552","0.9161183991008552","0.9161183991008552","0.8620144360885101","0.8620144360885101","0.8620144360885101","0.8332696585474363","0.8332696585474363","0.8332696585474363"
"241","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9161515664007602","0.9161515664007602","0.9161515664007602","0.7332156437587747","0.7332156437587747","0.7332156437587747"
"242","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.916073567348443","0.916073567348443","0.916073567348443","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"243","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.9165113685113686","0.9165113685113686","0.9165113685113686","0.8329088062421395","0.8329088062421395","0.8329088062421395"
"244","0.833112874779542","0.833112874779542","0.833112874779542","0.8972425796063839","0.8972425796063839","0.8972425796063839","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"245","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.897456690139617","0.897456690139617","0.897456690139617","0.8331469400434917","0.8331469400434917","0.8331469400434917"
"246","0.8331363541759581","0.8331363541759581","0.8331363541759581","0.8835577040455089","0.8835577040455089","0.8835577040455089","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"247","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332605091864351","0.8332605091864351","0.8332605091864351","0.8331489146804463","0.8331489146804463","0.8331489146804463"
"248","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8329888447005565","0.8329888447005565","0.8329888447005565","0.8146820529449638","0.8146820529449638","0.8146820529449638"
"249","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"250","0.8332933628072516","0.8332933628072516","0.8332933628072516","0.8331362646357252","0.8331362646357252","0.8331362646357252","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"251","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332475141808475","0.8332475141808475","0.8332475141808475"
"252","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332600947543476","0.8332600947543476","0.8332600947543476","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"253","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8330765983887303","0.8330765983887303","0.8330765983887303"
"254","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331701335173557","0.8331701335173557","0.8331701335173557","0.8331977693057345","0.8331977693057345","0.8331977693057345"
"255","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331701335173557","0.8331701335173557","0.8331701335173557","0.8331977693057345","0.8331977693057345","0.8331977693057345"
"256","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333"
"257","0.8332660145525642","0.8332660145525642","0.8332660145525642","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333168833168834","0.8333168833168834","0.8333168833168834"
"258","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.833160182335865","0.833160182335865","0.833160182335865"
"259","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333285988691395","0.8333285988691395","0.8333285988691395"
"260","0.832964702876694","0.832964702876694","0.832964702876694","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331629634622153","0.8331629634622153","0.8331629634622153"
"261","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331984965843233","0.8331984965843233","0.8331984965843233"
"262","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75"
"263","0.8332262898736887","0.8332262898736887","0.8332262898736887","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332639311936303","0.8332639311936303","0.8332639311936303"
"264","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8330376384916299","0.8330376384916299","0.8330376384916299","0.8333035290399631","0.8333035290399631","0.8333035290399631"
"265","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332670508346184","0.8332670508346184","0.8332670508346184","0.8333299175612394","0.8333299175612394","0.8333299175612394"
"266","0.8332104505939631","0.8332104505939631","0.8332104505939631","0.8332048264480697","0.8332048264480697","0.8332048264480697","0.8153218526781745","0.8153218526781745","0.8153218526781745"
"267","0.8332403637447945","0.8332403637447945","0.8332403637447945","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7493388911299359","0.7493388911299359","0.7493388911299359"
"268","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75"
"269","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.75","0.75","0.75"
"270","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7497310964100632","0.7497310964100632","0.7497310964100632"
"271","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7498525584407938","0.7498525584407938","0.7498525584407938"
"272","0.8332615132246517","0.8332615132246517","0.8332615132246517","0.833113205798391","0.833113205798391","0.833113205798391","0.7498521943532127","0.7498521943532127","0.7498521943532127"
"273","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331036350360022","0.8331036350360022","0.8331036350360022","0.7499466392462502","0.7499466392462502","0.7499466392462502"
"274","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7497175820584445","0.7497175820584445","0.7497175820584445"
"275","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.6934790294882038","0.6934790294882038","0.6934790294882038"
"276","0.8331150620180156","0.8331150620180156","0.8331150620180156","0.8331989565322899","0.8331989565322899","0.8331989565322899","0.7499510621732844","0.7499510621732844","0.7499510621732844"
"277","0.8331150620180156","0.8331150620180156","0.8331150620180156","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7495906797886995","0.7495906797886995","0.7495906797886995"
"278","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8330466830466831","0.8330466830466831","0.8330466830466831","0.7490450450450449","0.7490450450450449","0.7490450450450449"
"279","0.8333054084127045","0.8333054084127045","0.8333054084127045","0.83296956750565","0.83296956750565","0.83296956750565","0.75","0.75","0.75"
"280","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.797150152222616","0.797150152222616","0.797150152222616"
"281","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8038136342593261","0.8038136342593261","0.8038136342593261"
"282","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331032320565331","0.8331032320565331","0.8331032320565331","0.8051659505913369","0.8051659505913369","0.8051659505913369"
"283","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.833007772662945","0.833007772662945","0.833007772662945","0.7933708218021943","0.7933708218021943","0.7933708218021943"
"284","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331079234835104","0.8331079234835104","0.8331079234835104","0.8015367412669414","0.8015367412669414","0.8015367412669414"
"285","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7999125985938054","0.7999125985938054","0.7999125985938054"
"286","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8329988975150265","0.8329988975150265","0.8329988975150265","0.8019846276915972","0.8019846276915972","0.8019846276915972"
"287","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8329988975150265","0.8329988975150265","0.8329988975150265","0.8019846276915972","0.8019846276915972","0.8019846276915972"
"288","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7965474435008485","0.7965474435008485","0.7965474435008485"
"289","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8330201027941141","0.8330201027941141","0.8330201027941141","0.7990030670532184","0.7990030670532184","0.7990030670532184"
"290","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7997355384034879","0.7997355384034879","0.7997355384034879"
"291","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331184795081926","0.8331184795081926","0.8331184795081926","0.7966710619001067","0.7966710619001067","0.7966710619001067"
"292","0.8333106439773106","0.8333106439773106","0.8333106439773106","0.7498995851197109","0.7498995851197109","0.7498995851197109","0.7846594273010243","0.7846594273010243","0.7846594273010243"
"293","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8330135452776962","0.8330135452776962","0.8330135452776962","0.7763691835548123","0.7763691835548123","0.7763691835548123"
"294","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.832979579356391","0.832979579356391","0.832979579356391","0.7815714238223463","0.7815714238223463","0.7815714238223463"
"295","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.7499954810838169","0.7499954810838169","0.7499954810838169","0.7765939561405816","0.7765939561405816","0.7765939561405816"
"296","0.8223602731860991","0.8223602731860991","0.8223602731860991","0.75","0.75","0.75","0.7890780652034671","0.7890780652034671","0.7890780652034671"
"297","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8333028836607569","0.8333028836607569","0.8333028836607569","0.7808472780957058","0.7808472780957058","0.7808472780957058"
"298","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8332327144383882","0.8332327144383882","0.8332327144383882","0.8123516046534339","0.8123516046534339","0.8123516046534339"
"299","0.8333333333333333","0.8333333333333333","0.8333333333333333","0.8331275363110568","0.8331275363110568","0.8331275363110568","0.7766420108505505","0.7766420108505505","0.7766420108505505"