"Step","yolo_tomo_v1 - train/obj_loss","yolo_tomo_v1 - train/obj_loss__MIN","yolo_tomo_v1 - train/obj_loss__MAX","yDICOM4 - train/obj_loss","yDICOM4 - train/obj_loss__MIN","yDICOM4 - train/obj_loss__MAX","yDICOM3 - train/obj_loss","yDICOM3 - train/obj_loss__MIN","yDICOM3 - train/obj_loss__MAX"
"0","1.4473907947540283","1.4473907947540283","1.4473907947540283","1.543492078781128","1.543492078781128","1.543492078781128","1.5637896060943604","1.5637896060943604","1.5637896060943604"
"1","0.6303616166114807","0.6303616166114807","0.6303616166114807","0.869541347026825","0.869541347026825","0.869541347026825","0.9080077409744263","0.9080077409744263","0.9080077409744263"
"2","0.3045271635055542","0.3045271635055542","0.3045271635055542","0.4465506374835968","0.4465506374835968","0.4465506374835968","0.45469430088996887","0.45469430088996887","0.45469430088996887"
"3","0.16501541435718536","0.16501541435718536","0.16501541435718536","0.2761331796646118","0.2761331796646118","0.2761331796646118","0.27100932598114014","0.27100932598114014","0.27100932598114014"
"4","0.09407969564199448","0.09407969564199448","0.09407969564199448","0.1813233196735382","0.1813233196735382","0.1813233196735382","0.17591601610183716","0.17591601610183716","0.17591601610183716"
"5","0.04996819421648979","0.04996819421648979","0.04996819421648979","0.12466579675674438","0.12466579675674438","0.12466579675674438","0.12142813950777054","0.12142813950777054","0.12142813950777054"
"6","0.023581430315971375","0.023581430315971375","0.023581430315971375","0.08875866234302521","0.08875866234302521","0.08875866234302521","0.08645513653755188","0.08645513653755188","0.08645513653755188"
"7","0.018310964107513428","0.018310964107513428","0.018310964107513428","0.059648141264915466","0.059648141264915466","0.059648141264915466","0.058328479528427124","0.058328479528427124","0.058328479528427124"
"8","0.01859903894364834","0.01859903894364834","0.01859903894364834","0.03702380880713463","0.03702380880713463","0.03702380880713463","0.03571663051843643","0.03571663051843643","0.03571663051843643"
"9","0.01862921006977558","0.01862921006977558","0.01862921006977558","0.025243649259209633","0.025243649259209633","0.025243649259209633","0.023709556087851524","0.023709556087851524","0.023709556087851524"
"10","0.018988627940416336","0.018988627940416336","0.018988627940416336","0.017006035894155502","0.017006035894155502","0.017006035894155502","0.01584329456090927","0.01584329456090927","0.01584329456090927"
"11","0.018319156020879745","0.018319156020879745","0.018319156020879745","0.012904005125164986","0.012904005125164986","0.012904005125164986","0.01254179049283266","0.01254179049283266","0.01254179049283266"
"12","0.018406663089990616","0.018406663089990616","0.018406663089990616","0.010346862487494946","0.010346862487494946","0.010346862487494946","0.009777017869055271","0.009777017869055271","0.009777017869055271"
"13","0.018327169120311737","0.018327169120311737","0.018327169120311737","0.007960576564073563","0.007960576564073563","0.007960576564073563","0.007335510104894638","0.007335510104894638","0.007335510104894638"
"14","0.01887306198477745","0.01887306198477745","0.01887306198477745","0.006720983423292637","0.006720983423292637","0.006720983423292637","0.005780018866062164","0.005780018866062164","0.005780018866062164"
"15","0.01819944567978382","0.01819944567978382","0.01819944567978382","0.005495348945260048","0.005495348945260048","0.005495348945260048","0.006145034451037645","0.006145034451037645","0.006145034451037645"
"16","0.016944298520684242","0.016944298520684242","0.016944298520684242","0.005012876354157925","0.005012876354157925","0.005012876354157925","0.005010408814996481","0.005010408814996481","0.005010408814996481"
"17","0.00880433153361082","0.00880433153361082","0.00880433153361082","0.004988665226846933","0.004988665226846933","0.004988665226846933","0.004234195686876774","0.004234195686876774","0.004234195686876774"
"18","0.005093996878713369","0.005093996878713369","0.005093996878713369","0.0038801534101366997","0.0038801534101366997","0.0038801534101366997","0.004200801253318787","0.004200801253318787","0.004200801253318787"
"19","0.003585582599043846","0.003585582599043846","0.003585582599043846","0.0041757444851100445","0.0041757444851100445","0.0041757444851100445","0.0044188969768583775","0.0044188969768583775","0.0044188969768583775"
"20","0.0031103671062737703","0.0031103671062737703","0.0031103671062737703","0.0036151509266346693","0.0036151509266346693","0.0036151509266346693","0.004115796182304621","0.004115796182304621","0.004115796182304621"
"21","0.002528825309127569","0.002528825309127569","0.002528825309127569","0.003986109513789415","0.003986109513789415","0.003986109513789415","0.003888271050527692","0.003888271050527692","0.003888271050527692"
"22","0.0025232061743736267","0.0025232061743736267","0.0025232061743736267","0.003110431367531419","0.003110431367531419","0.003110431367531419","0.003853944828733802","0.003853944828733802","0.003853944828733802"
"23","0.0026426943950355053","0.0026426943950355053","0.0026426943950355053","0.0038791783154010773","0.0038791783154010773","0.0038791783154010773","0.0034725144505500793","0.0034725144505500793","0.0034725144505500793"
"24","0.002226075157523155","0.002226075157523155","0.002226075157523155","0.003352339845150709","0.003352339845150709","0.003352339845150709","0.003842578735202551","0.003842578735202551","0.003842578735202551"
"25","0.0024726251140236855","0.0024726251140236855","0.0024726251140236855","0.002935458207502961","0.002935458207502961","0.002935458207502961","0.003499294864013791","0.003499294864013791","0.003499294864013791"
"26","0.002748301485553384","0.002748301485553384","0.002748301485553384","0.0035334271378815174","0.0035334271378815174","0.0035334271378815174","0.003363434923812747","0.003363434923812747","0.003363434923812747"
"27","0.002696425886824727","0.002696425886824727","0.002696425886824727","0.003693017875775695","0.003693017875775695","0.003693017875775695","0.0033307955600321293","0.0033307955600321293","0.0033307955600321293"
"28","0.002084264298900962","0.002084264298900962","0.002084264298900962","0.003491131355985999","0.003491131355985999","0.003491131355985999","0.0035819695331156254","0.0035819695331156254","0.0035819695331156254"
"29","0.0022866670042276382","0.0022866670042276382","0.0022866670042276382","0.003762271022424102","0.003762271022424102","0.003762271022424102","0.0032275444827973843","0.0032275444827973843","0.0032275444827973843"
"30","0.00205847411416471","0.00205847411416471","0.00205847411416471","0.003128968644887209","0.003128968644887209","0.003128968644887209","0.003448355942964554","0.003448355942964554","0.003448355942964554"
"31","0.0023228584323078394","0.0023228584323078394","0.0023228584323078394","0.003291836939752102","0.003291836939752102","0.003291836939752102","0.002868182025849819","0.002868182025849819","0.002868182025849819"
"32","0.0026586661115288734","0.0026586661115288734","0.0026586661115288734","0.004166090860962868","0.004166090860962868","0.004166090860962868","0.0034299311228096485","0.0034299311228096485","0.0034299311228096485"
"33","0.003175006015226245","0.003175006015226245","0.003175006015226245","0.003489927388727665","0.003489927388727665","0.003489927388727665","0.003699246793985367","0.003699246793985367","0.003699246793985367"
"34","0.002773897023871541","0.002773897023871541","0.002773897023871541","0.003050876082852483","0.003050876082852483","0.003050876082852483","0.0032120971009135246","0.0032120971009135246","0.0032120971009135246"
"35","0.002992229536175728","0.002992229536175728","0.002992229536175728","0.002948652021586895","0.002948652021586895","0.002948652021586895","0.002970596309751272","0.002970596309751272","0.002970596309751272"
"36","0.003394728759303689","0.003394728759303689","0.003394728759303689","0.00318789086304605","0.00318789086304605","0.00318789086304605","0.003786639776080847","0.003786639776080847","0.003786639776080847"
"37","0.0022849717643111944","0.0022849717643111944","0.0022849717643111944","0.003295627422630787","0.003295627422630787","0.003295627422630787","0.002797679975628853","0.002797679975628853","0.002797679975628853"
"38","0.002539395121857524","0.002539395121857524","0.002539395121857524","0.0032077673822641373","0.0032077673822641373","0.0032077673822641373","0.003043857868760824","0.003043857868760824","0.003043857868760824"
"39","0.0021782873664051294","0.0021782873664051294","0.0021782873664051294","0.0028381922747939825","0.0028381922747939825","0.0028381922747939825","0.003015387337654829","0.003015387337654829","0.003015387337654829"
"40","0.002233970444649458","0.002233970444649458","0.002233970444649458","0.003464019624516368","0.003464019624516368","0.003464019624516368","0.0027212498243898153","0.0027212498243898153","0.0027212498243898153"
"41","0.0026320843026041985","0.0026320843026041985","0.0026320843026041985","0.0033281242940574884","0.0033281242940574884","0.0033281242940574884","0.0026573562063276768","0.0026573562063276768","0.0026573562063276768"
"42","0.002280654152855277","0.002280654152855277","0.002280654152855277","0.0031175652984529734","0.0031175652984529734","0.0031175652984529734","0.0030191305559128523","0.0030191305559128523","0.0030191305559128523"
"43","0.0026933832559734583","0.0026933832559734583","0.0026933832559734583","0.00312227220274508","0.00312227220274508","0.00312227220274508","0.0028388705104589462","0.0028388705104589462","0.0028388705104589462"
"44","0.0020644308533519506","0.0020644308533519506","0.0020644308533519506","0.003519349964335561","0.003519349964335561","0.003519349964335561","0.00295119802467525","0.00295119802467525","0.00295119802467525"
"45","0.0025078915059566498","0.0025078915059566498","0.0025078915059566498","0.0028266708832234144","0.0028266708832234144","0.0028266708832234144","0.0038436579052358866","0.0038436579052358866","0.0038436579052358866"
"46","0.002086009830236435","0.002086009830236435","0.002086009830236435","0.0032432102598249912","0.0032432102598249912","0.0032432102598249912","0.0030331043526530266","0.0030331043526530266","0.0030331043526530266"
"47","0.002506542019546032","0.002506542019546032","0.002506542019546032","0.003509299596771598","0.003509299596771598","0.003509299596771598","0.002953826216980815","0.002953826216980815","0.002953826216980815"
"48","0.0019490576814860106","0.0019490576814860106","0.0019490576814860106","0.003256389172747731","0.003256389172747731","0.003256389172747731","0.0026351904962211847","0.0026351904962211847","0.0026351904962211847"
"49","0.0023149168118834496","0.0023149168118834496","0.0023149168118834496","0.0032637803815305233","0.0032637803815305233","0.0032637803815305233","0.002603822387754917","0.002603822387754917","0.002603822387754917"
"50","0.002359029371291399","0.002359029371291399","0.002359029371291399","0.0037712787743657827","0.0037712787743657827","0.0037712787743657827","0.0027344534173607826","0.0027344534173607826","0.0027344534173607826"
"51","0.0021516236010938883","0.0021516236010938883","0.0021516236010938883","0.003283009398728609","0.003283009398728609","0.003283009398728609","0.003272873582318425","0.003272873582318425","0.003272873582318425"
"52","0.002581262495368719","0.002581262495368719","0.002581262495368719","0.003021789947524667","0.003021789947524667","0.003021789947524667","0.0028721834532916546","0.0028721834532916546","0.0028721834532916546"
"53","0.0030916063115000725","0.0030916063115000725","0.0030916063115000725","0.0031795543618500233","0.0031795543618500233","0.0031795543618500233","0.0026443502865731716","0.0026443502865731716","0.0026443502865731716"
"54","0.0019477076129987836","0.0019477076129987836","0.0019477076129987836","0.0035514747723937035","0.0035514747723937035","0.0035514747723937035","0.0035538021475076675","0.0035538021475076675","0.0035538021475076675"
"55","0.0022304311860352755","0.0022304311860352755","0.0022304311860352755","0.0028292054776102304","0.0028292054776102304","0.0028292054776102304","0.0033667117822915316","0.0033667117822915316","0.0033667117822915316"
"56","0.0022674573119729757","0.0022674573119729757","0.0022674573119729757","0.003475478384643793","0.003475478384643793","0.003475478384643793","0.0030897294636815786","0.0030897294636815786","0.0030897294636815786"
"57","0.0022901506163179874","0.0022901506163179874","0.0022901506163179874","0.003056533867493272","0.003056533867493272","0.003056533867493272","0.0033303764648735523","0.0033303764648735523","0.0033303764648735523"
"58","0.0021939820144325495","0.0021939820144325495","0.0021939820144325495","0.0031444597989320755","0.0031444597989320755","0.0031444597989320755","0.003201668383553624","0.003201668383553624","0.003201668383553624"
"59","0.002541480353102088","0.002541480353102088","0.002541480353102088","0.0030797207728028297","0.0030797207728028297","0.0030797207728028297","0.003002592595294118","0.003002592595294118","0.003002592595294118"
"60","0.0022001240868121386","0.0022001240868121386","0.0022001240868121386","0.0033561321906745434","0.0033561321906745434","0.0033561321906745434","0.00347577384673059","0.00347577384673059","0.00347577384673059"
"61","0.002184204990044236","0.002184204990044236","0.002184204990044236","0.002837634179741144","0.002837634179741144","0.002837634179741144","0.002962385071441531","0.002962385071441531","0.002962385071441531"
"62","0.0020161389838904142","0.0020161389838904142","0.0020161389838904142","0.0030042054131627083","0.0030042054131627083","0.0030042054131627083","0.0033993455581367016","0.0033993455581367016","0.0033993455581367016"
"63","0.0023643062449991703","0.0023643062449991703","0.0023643062449991703","0.0030690343119204044","0.0030690343119204044","0.0030690343119204044","0.0035899747163057327","0.0035899747163057327","0.0035899747163057327"
"64","0.0024185036309063435","0.0024185036309063435","0.0024185036309063435","0.0031726087909191847","0.0031726087909191847","0.0031726087909191847","0.0030046640895307064","0.0030046640895307064","0.0030046640895307064"
"65","0.0020401515066623688","0.0020401515066623688","0.0020401515066623688","0.0034728229511529207","0.0034728229511529207","0.0034728229511529207","0.003027195343747735","0.003027195343747735","0.003027195343747735"
"66","0.0020820314530283213","0.0020820314530283213","0.0020820314530283213","0.002791497390717268","0.002791497390717268","0.002791497390717268","0.0034034124109894037","0.0034034124109894037","0.0034034124109894037"
"67","0.00225884304381907","0.00225884304381907","0.00225884304381907","0.0031520677730441093","0.0031520677730441093","0.0031520677730441093","0.0031917307060211897","0.0031917307060211897","0.0031917307060211897"
"68","0.0019341770093888044","0.0019341770093888044","0.0019341770093888044","0.004054561723023653","0.004054561723023653","0.004054561723023653","0.0034525953233242035","0.0034525953233242035","0.0034525953233242035"
"69","0.002011371310800314","0.002011371310800314","0.002011371310800314","0.0033072324004024267","0.0033072324004024267","0.0033072324004024267","0.002980818273499608","0.002980818273499608","0.002980818273499608"
"70","0.0018036956898868084","0.0018036956898868084","0.0018036956898868084","0.0033660447224974632","0.0033660447224974632","0.0033660447224974632","0.00244782492518425","0.00244782492518425","0.00244782492518425"
"71","0.0020282906480133533","0.0020282906480133533","0.0020282906480133533","0.0032344406936317682","0.0032344406936317682","0.0032344406936317682","0.003436681814491749","0.003436681814491749","0.003436681814491749"
"72","0.002353645395487547","0.002353645395487547","0.002353645395487547","0.003585521597415209","0.003585521597415209","0.003585521597415209","0.0033382533583790064","0.0033382533583790064","0.0033382533583790064"
"73","0.002650020644068718","0.002650020644068718","0.002650020644068718","0.0031236133072525263","0.0031236133072525263","0.0031236133072525263","0.0032309535890817642","0.0032309535890817642","0.0032309535890817642"
"74","0.002264143666252494","0.002264143666252494","0.002264143666252494","0.0029303538613021374","0.0029303538613021374","0.0029303538613021374","0.002915425691753626","0.002915425691753626","0.002915425691753626"
"75","0.0019434820860624313","0.0019434820860624313","0.0019434820860624313","0.0032075385097414255","0.0032075385097414255","0.0032075385097414255","0.002657986478880048","0.002657986478880048","0.002657986478880048"
"76","0.00221519754268229","0.00221519754268229","0.00221519754268229","0.0034803536254912615","0.0034803536254912615","0.0034803536254912615","0.0029806895181536674","0.0029806895181536674","0.0029806895181536674"
"77","0.0018062315648421645","0.0018062315648421645","0.0018062315648421645","0.002915316494181752","0.002915316494181752","0.002915316494181752","0.002624527784064412","0.002624527784064412","0.002624527784064412"
"78","0.0021112035028636456","0.0021112035028636456","0.0021112035028636456","0.0026373763103038073","0.0026373763103038073","0.0026373763103038073","0.0028154903557151556","0.0028154903557151556","0.0028154903557151556"
"79","0.0017898236401379108","0.0017898236401379108","0.0017898236401379108","0.0027961807791143656","0.0027961807791143656","0.0027961807791143656","0.002928863512352109","0.002928863512352109","0.002928863512352109"
"80","0.0023373039439320564","0.0023373039439320564","0.0023373039439320564","0.0028995461761951447","0.0028995461761951447","0.0028995461761951447","0.0026435807812958956","0.0026435807812958956","0.0026435807812958956"
"81","0.002167197410017252","0.002167197410017252","0.002167197410017252","0.0028044648934155703","0.0028044648934155703","0.0028044648934155703","0.003219949547201395","0.003219949547201395","0.003219949547201395"
"82","0.001988460309803486","0.001988460309803486","0.001988460309803486","0.003415144747123122","0.003415144747123122","0.003415144747123122","0.0026682920288294554","0.0026682920288294554","0.0026682920288294554"
"83","0.00236411951482296","0.00236411951482296","0.00236411951482296","0.003313640132546425","0.003313640132546425","0.003313640132546425","0.002971496433019638","0.002971496433019638","0.002971496433019638"
"84","0.0021466328762471676","0.0021466328762471676","0.0021466328762471676","0.0034557380713522434","0.0034557380713522434","0.0034557380713522434","0.002664057072252035","0.002664057072252035","0.002664057072252035"
"85","0.002126123057678342","0.002126123057678342","0.002126123057678342","0.0030932961963117123","0.0030932961963117123","0.0030932961963117123","0.002902244683355093","0.002902244683355093","0.002902244683355093"
"86","0.0018165187211707234","0.0018165187211707234","0.0018165187211707234","0.003153324592858553","0.003153324592858553","0.003153324592858553","0.002489923732355237","0.002489923732355237","0.002489923732355237"
"87","0.002474977169185877","0.002474977169185877","0.002474977169185877","0.0028240939136594534","0.0028240939136594534","0.0028240939136594534","0.002932201372459531","0.002932201372459531","0.002932201372459531"
"88","0.0021081860177218914","0.0021081860177218914","0.0021081860177218914","0.003243176732212305","0.003243176732212305","0.003243176732212305","0.002545974450185895","0.002545974450185895","0.002545974450185895"
"89","0.0018067968776449561","0.0018067968776449561","0.0018067968776449561","0.0026327739469707012","0.0026327739469707012","0.0026327739469707012","0.002486222656443715","0.002486222656443715","0.002486222656443715"
"90","0.001806681975722313","0.001806681975722313","0.001806681975722313","0.003286896273493767","0.003286896273493767","0.003286896273493767","0.0033065846655517817","0.0033065846655517817","0.0033065846655517817"
"91","0.001871818327344954","0.001871818327344954","0.001871818327344954","0.002972240326926112","0.002972240326926112","0.002972240326926112","0.0025095834862440825","0.0025095834862440825","0.0025095834862440825"
"92","0.002243419410660863","0.002243419410660863","0.002243419410660863","0.0034729267936199903","0.0034729267936199903","0.0034729267936199903","0.0028041722252964973","0.0028041722252964973","0.0028041722252964973"
"93","0.0021614355500787497","0.0021614355500787497","0.0021614355500787497","0.00275379023514688","0.00275379023514688","0.00275379023514688","0.0021866238676011562","0.0021866238676011562","0.0021866238676011562"
"94","0.0022765330504626036","0.0022765330504626036","0.0022765330504626036","0.00281493435613811","0.00281493435613811","0.00281493435613811","0.0025982747320085764","0.0025982747320085764","0.0025982747320085764"
"95","0.0022020062897354364","0.0022020062897354364","0.0022020062897354364","0.002868007170036435","0.002868007170036435","0.002868007170036435","0.002565884031355381","0.002565884031355381","0.002565884031355381"
"96","0.0027178358286619186","0.0027178358286619186","0.0027178358286619186","0.0021923109889030457","0.0021923109889030457","0.0021923109889030457","0.003132488578557968","0.003132488578557968","0.003132488578557968"
"97","0.0020881511736661196","0.0020881511736661196","0.0020881511736661196","0.0025545815005898476","0.0025545815005898476","0.0025545815005898476","0.002747379709035158","0.002747379709035158","0.002747379709035158"
"98","0.0022602882236242294","0.0022602882236242294","0.0022602882236242294","0.0024837530218064785","0.0024837530218064785","0.0024837530218064785","0.002365225926041603","0.002365225926041603","0.002365225926041603"
"99","0.002162607852369547","0.002162607852369547","0.002162607852369547","0.0026925441343337297","0.0026925441343337297","0.0026925441343337297","0.0024172666016966105","0.0024172666016966105","0.0024172666016966105"
